NaN,NaN,NaN,NaN,NaN,281725.9467,5
20816,4376,0,0,281727548,281728.0447,0
20760,4341,0,0,281727551,281728.0462,0
20811,4386,0,0,281727556,281728.047,0
20755,4351,0,0,281727559,281728.048,0
20746,4370,0,0,281727566,281728.0501,0
20791,4435,0,0,281727571,281728.0584,0
20735,4400,0,0,281727574,281728.0601,0
20722,4439,0,0,281727581,281728.0667,0
20708,4486,0,0,281727589,281728.074,0
20692,4540,0,0,281727596,281728.0823,0
20675,4599,0,0,281727604,281728.0862,0
20657,4662,0,0,281727611,281728.0939,0
20642,4721,0,0,281727619,281728.1019,0
20688,4810,0,0,281727623,281728.1104,0
20631,4776,0,0,281727626,281728.1116,0
20620,4823,0,0,281727634,281728.1185,0
20611,4867,0,0,281727641,281728.1265,0
20603,4909,0,0,281727649,281728.1345,0
20653,4982,0,0,281727654,281728.1423,0
20595,4948,0,0,281727656,281728.1433,0
20587,4987,0,0,281727664,281728.1463,0
20579,5022,0,0,281727671,281728.1543,0
20630,5088,0,0,281727676,281728.1618,0
20572,5054,0,0,281727679,281728.1631,0
20564,5082,0,0,281727686,281728.1707,0
20556,5105,0,0,281727694,281728.1782,0
20546,5125,0,0,281727702,281728.1862,0
20535,5137,0,0,281727709,281728.1942,0
20523,5146,0,0,281727717,281728.2022,0
20512,5152,0,0,281727724,281728.2068,0
20500,5159,0,0,281727732,281728.2143,0
20489,5165,0,0,281727739,281728.222,0
20480,5174,0,0,281727747,281728.2309,0
20533,5217,0,0,281727751,281728.2384,0
20474,5183,0,0,281727754,281728.2394,0
20470,5201,0,0,281727762,281728.2464,0
20533,5247,0,0,281727766,281728.2546,0
20474,5213,0,0,281727769,281728.256,0
20470,5230,0,0,281727777,281728.2623,0
20529,5279,0,0,281727781,281728.2699,0
20470,5245,0,0,281727784,281728.2711,0
20465,5261,0,0,281727792,281728.2747,0
20513,5322,0,648,281727796,281728.2898,0
20454,5288,0,644,281727799,281728.2907,0
20442,5300,0,811,281727807,281728.2978,0
20429,5300,0,931,281727814,281728.306,0
20404,5312,0,953,281727822,281728.3144,0
20386,5316,0,971,281727829,281728.3217,0
20420,5357,0,988,281727834,281728.3307,0
20361,5323,0,988,281727837,281728.3318,0
20338,5323,0,1003,281727844,281728.3344,0
20307,5328,0,1015,281727852,281728.3423,0
20275,5328,0,1023,281727859,281728.3503,0
20295,5361,0,1023,281727864,281728.358,0
20236,5328,0,1023,281727867,281728.3593,0
20192,5324,0,1023,281727874,281728.3663,0
20137,5324,0,1023,281727882,281728.3746,0
20073,5317,0,1023,281727889,281728.3827,0
19997,5313,0,1023,281727897,281728.39,0
19915,5306,0,1023,281727904,281728.394,0
19819,5301,0,1023,281727912,281728.4019,0
19771,5326,0,1023,281727916,281728.4102,0
19712,5295,0,1023,281727919,281728.4115,0
19593,5290,0,1023,281727927,281728.4177,0
19468,5285,0,1023,281727934,281728.4262,0
19391,5311,0,1023,281727939,281728.4348,0
19332,5281,0,1023,281727942,281728.4357,0
19248,5311,0,1023,281727947,281728.4426,0
19189,5281,0,1023,281727949,281728.4436,0
19041,5281,0,1023,281727957,281728.4505,0
18942,5310,0,1023,281727962,281728.4546,0
18883,5281,0,1023,281727964,281728.4556,0
18715,5288,0,1023,281727972,281728.4627,0
18544,5296,0,1023,281727980,281728.4705,0
18361,5305,0,1023,281727987,281728.4783,0
18231,5342,0,1023,281727992,281728.4862,0
18172,5316,0,1023,281727995,281728.4872,0
17975,5329,0,1023,281728002,281728.4942,0
17773,5341,0,1023,281728010,281728.5021,0
17562,5355,0,1023,281728017,281728.5101,0
17343,5369,0,1023,281728025,281728.5139,0
17181,5409,0,1023,281728029,281728.5225,0
17122,5386,0,1023,281728032,281728.5238,0
16890,5403,0,1023,281728040,281728.5301,0
16719,5444,0,1023,281728044,281728.5379,0
16660,5423,0,1023,281728047,281728.5389,0
16419,5443,0,1023,281728055,281728.5459,0
16179,5468,0,1023,281728062,281728.5539,0
15988,5513,0,1023,281728067,281728.5621,0
15930,5494,0,1023,281728070,281728.5634,0
15680,5524,0,1023,281728077,281728.5696,0
15424,5554,0,1023,281728085,281728.5785,0
15166,5585,0,1023,281728092,281728.5826,0
14964,5635,0,1023,281728097,281728.5899,0
14906,5620,0,1023,281728100,281728.5909,0
14643,5652,0,1023,281728107,281728.5979,0
14379,5687,0,1023,281728115,281728.6064,0
14112,5722,0,1023,281728122,281728.6143,0
13845,5759,0,1023,281728130,281728.6218,0
13575,5797,0,1023,281728137,281728.6304,0
13306,5837,0,1023,281728145,281728.6383,0
13034,5880,0,1023,281728152,281728.6423,0
12765,5924,0,1023,281728160,281728.6503,0
12496,5974,0,1023,281728167,281728.6583,0
12283,6033,0,1023,281728172,281728.6659,0
12229,6026,0,1023,281728175,281728.6669,0
11965,6079,0,1023,281728182,281728.6742,0
11704,6135,0,1023,281728190,281728.6827,0
11449,6191,0,1023,281728197,281728.69,0
11197,6251,0,1023,281728205,281728.698,0
10951,6313,0,1023,281728213,281728.702,0
10707,6376,0,1023,281728220,281728.7102,0
10520,6446,0,1023,281728225,281728.7178,0
10469,6444,0,1023,281728228,281728.7191,0
10235,6511,0,1023,281728235,281728.7258,0
10003,6582,0,1023,281728243,281728.735,0
9829,6654,0,1023,281728247,281728.7417,0
9780,6654,0,1023,281728250,281728.7426,0
9555,6728,0,1023,281728258,281728.7497,0
9341,6805,0,1023,281728265,281728.758,0
9172,6884,0,1023,281728270,281728.7625,0
9124,6885,0,1023,281728273,281728.7638,0
8918,6968,0,1023,281728280,281728.7701,0
8716,7052,0,1023,281728288,281728.7782,0
8563,7138,0,1023,281728292,281728.7861,0
8516,7140,0,1023,281728295,281728.7871,0
8321,7232,0,1023,281728303,281728.7941,0
8131,7328,0,1023,281728310,281728.802,0
7990,7426,0,1023,281728315,281728.8103,0
7944,7429,0,1023,281728318,281728.8115,0
7760,7531,0,1023,281728325,281728.8179,0
7584,7635,0,1023,281728333,281728.8218,0
7407,7743,0,1023,281728340,281728.8305,0
7232,7854,0,1023,281728348,281728.838,0
7067,7968,0,1023,281728355,281728.8459,0
6944,8078,0,1023,281728360,281728.8539,0
6901,8083,0,1023,281728363,281728.855,0
6737,8201,0,1023,281728370,281728.8624,0
6584,8322,0,1023,281728378,281728.8697,0
6435,8446,0,1023,281728385,281728.8783,0
6285,8570,0,1023,281728393,281728.8817,0
6144,8695,0,1023,281728400,281728.8902,0
6009,8824,0,1023,281728408,281728.8982,0
5879,8952,0,1023,281728415,281728.9062,0
5756,9082,0,1023,281728423,281728.914,0
5636,9211,0,1023,281728430,281728.9225,0
5519,9339,0,1023,281728438,281728.9301,0
5408,9467,0,1023,281728446,281728.9381,0
5308,9593,0,1023,281728453,281728.9461,0
5215,9713,0,1023,281728461,281728.9501,0
5124,9826,0,1023,281728468,281728.9578,0
5038,9935,0,1023,281728476,281728.9656,0
4958,10037,0,1023,281728483,281728.9739,0
4888,10130,0,1023,281728491,281728.9826,0
4866,10205,0,1023,281728495,281728.9897,0
4826,10209,0,1023,281728498,281728.9907,0
4772,10278,0,1023,281728506,281728.9978,0
4765,10330,0,1023,281728510,281729.0061,0
4726,10334,0,1023,281728513,281729.0072,0
4687,10379,0,1023,281728521,281729.0101,0
4660,10412,0,1023,281728528,281729.0181,0
4642,10433,0,1023,281728536,281729.0256,0
4636,10443,0,1023,281728543,281729.034,0
4636,10443,0,1023,281728551,281729.042,0
4657,10432,0,1023,281728558,281729.0501,0
4688,10408,0,1023,281728566,281729.058,0
4732,10371,0,1023,281728573,281729.0666,0
4787,10321,0,1023,281728581,281729.0704,0
4855,10256,0,1023,281728588,281729.0782,0
4936,10176,0,1023,281728596,281729.086,0
5035,10076,0,1023,281728603,281729.0939,0
5143,9960,0,1023,281728611,281729.1019,0
5260,9830,0,1023,281728618,281729.1099,0
5389,9685,0,1023,281728626,281729.1178,0
